text,intent,labelIndex
afternoon flights from boston to san francisco please that leave in the afternoon,flight,0
i 'd like flight information from dallas fort worth to boston on tuesday,flight,0
ground transportation in phoenix,ground_service,4
i want to go from boston to washington on monday morning,flight,0
display types of aircraft departing from cleveland to dallas before noon,aircraft,3
what do you know about car rental in denver,ground_service,4
flights from montreal,flight,0
what is airline nw,airline,6
display all flights leaving from toronto to san diego on us air laying over in washington dc,flight,0
i 'd like a limo in denver on august seventh,ground_service,4
i would like to fly from dallas to denver on the morning of august twenty seventh leaving at 650,flight,0
i need a flight tonight from charlotte to las vegas with a stop in st. louis and i want dinner,flight,0
when can i fly from philadelphia to dallas on a saturday morning,flight,0
give me the continental flights from seattle,flight,0
what is fare code h,abbreviation,8
ground transportation in baltimore,ground_service,4
show me the flights from pittsburgh to philadelphia,flight,0
what continental flights go from chicago to seattle before 10 am in the morning that have a meal,flight,0
show me the latest flight from denver to boston,flight,0
show me all flights between san francisco and philadelphia for september fifteenth,flight,0
what flights from toronto to philadelphia,flight,0
show me wednesday afternoon flights from denver to san francisco,flight,0
how much does it cost to fly on american from dallas to baltimore,airfare,2
what is the cheapest one way fare between boston and oakland,airfare,2
how many fares are there one way from tacoma to montreal,quantity,10
flight from denver to philadelphia,flight,0
i 'd like to fly early tomorrow from columbus to minneapolis,flight,0
show me the economy flights from baltimore to dallas,flight,0
show me flights from pittsburgh to dc,flight,0
philadelphia to san francisco next week tuesday show the flights,flight,0
what is the earliest nonstop flight from washington to san francisco,flight,0
can you show me flights from baltimore to dallas,flight,0
flight from milwaukee to chicago,flight,0
what does ewr stand for,abbreviation,8
i would like information on flights from dallas fort worth to atlanta on wednesday morning,flight,0
what are the dinner flights from indianapolis to san diego on wednesday may twelfth,flight,0
show me flights from denver to philadelphia,flight,0
show me delta flights from dallas to denver,flight,0
tell me about ground transportation at salt lake city,ground_service,4
where is general mitchell international located,city,11
show me flights from philadelphia to denver on a monday,flight,0
us 3724 baltimore to philadelphia what is the fare,airfare,2
okay can you tell me the flight cost between denver and atlanta,flight,0
what does ls stand for,abbreviation,8
show me all flights from charlotte to columbus,flight,0
list the flights on friday afternoon from philadelphia to oakland,flight,0
describe pittsburgh airport,airport,5
show me the flights from love field,flight,0
i would like to book a flight for august twenty seventh from baltimore to san francisco on us air,flight,0
what flights land at general mitchell international,flight,0
i want all flights from atlanta to washington dc on thursday,flight,0
please show me fares from denver to san francisco,airfare,2
what limousine service in toronto,ground_service,4
show me round trip fares from new york to miami,airfare,2
how long does the ground transportation take from the salt lake city airport,ground_service,4
newark to cleveland daily,flight,0
i would like to schedule a flight on american airlines from philadelphia to san francisco that makes a stop in denver,flight,0
i 'm interested in flying from boston to atlanta,flight,0
what airline is the flight originating in atlanta on november seventh at noon and arriving in san francisco at 210 pm,airline,6
list all flights from washington dc to tampa florida,flight,0
show me the flights from boston to dallas,flight,0
i want a flight from milwaukee to orlando one way leaving after 5 pm on wednesday,flight,0
which flights from pittsburgh to atlanta have the lowest coach class fares,flight,0
i 'd like to know the earliest flight from boston to san francisco,flight,0
can you rent a car at stapleton international airport in denver,ground_service,4
okay i 'd like a flight from boston to san francisco that leaves before 8 am,flight,0
