,text,intent,labelIndex,queryCut,queryCutRMStopWord,queryFinal
97,show the three tales album,SearchCreativeWork,6,"['show', 'the', 'three', 'tales', 'album']","['show', 'the', 'three', 'tales', 'album']","['show', 'the', 'three', 'tales', 'album']"
98,put this album in shuffle syndrome,AddToPlaylist,1,"['put', 'this', 'album', 'in', 'shuffle', 'syndrome']","['put', 'this', 'album', 'in', 'shuffle', 'syndrome']","['put', 'this', 'album', 'in']"
99,book me seats for 6 at the best brasserie that serves marche neighboring my hostel,BookRestaurant,4,"['book', 'me', 'seats', 'for', '6', 'at', 'the', 'best', 'brasserie', 'that', 'serves', 'marche', 'neighboring', 'my', 'hostel']","['book', 'me', 'seats', 'for', '6', 'at', 'the', 'best', 'brasserie', 'that', 'serves', 'marche', 'neighboring', 'my', 'hostel']","['book', 'me', 'seats', 'for', '6', 'at', 'the', 'best', 'brasserie', 'that', 'serves', 'neighboring', 'my', 'hostel']"
100,play caitlin cary from the fourties,PlayMusic,0,"['play', 'caitlin', 'cary', 'from', 'the', 'fourties']","['play', 'caitlin', 'cary', 'from', 'the', 'fourties']","['play', 'from', 'the', 'fourties']"
101,add a track to my hands up playlist ,AddToPlaylist,1,"['add', 'a', 'track', 'to', 'my', 'hands', 'up', 'playlist']","['add', 'a', 'track', 'to', 'my', 'hands', 'up', 'playlist']","['add', 'a', 'track', 'to', 'my', 'hands', 'up', 'playlist']"
102,i d like to see the saga tamagotchi 64: minna de tamagotchi world,SearchCreativeWork,6,"['i', 'd', 'like', 'to', 'see', 'the', 'saga', 'tamagotchi', '64', ':', 'minna', 'de', 'tamagotchi', 'world']","['i', 'd', 'like', 'to', 'see', 'the', 'saga', 'tamagotchi', '64', ':', 'minna', 'de', 'tamagotchi', 'world']","['i', 'd', 'like', 'to', 'see', 'the', 'saga', ':', 'de', 'world']"
103,give the search for the snow leopard a rating of zero of 6 stars,RateBook,2,"['give', 'the', 'search', 'for', 'the', 'snow', 'leopard', 'a', 'rating', 'of', 'zero', 'of', '6', 'stars']","['give', 'the', 'search', 'for', 'the', 'snow', 'leopard', 'a', 'rating', 'of', 'zero', 'of', '6', 'stars']","['give', 'the', 'search', 'for', 'the', 'snow', 'a', 'rating', 'of', 'zero', 'of', '6', 'stars']"
104,for the book tale of the toa i give five points ,RateBook,2,"['for', 'the', 'book', 'tale', 'of', 'the', 'toa', 'i', 'give', 'five', 'points']","['for', 'the', 'book', 'tale', 'of', 'the', 'toa', 'i', 'give', 'five', 'points']","['for', 'the', 'book', 'tale', 'of', 'the', 'i', 'give', 'five', 'points']"
105,will it be warmer now in covenant life,GetWeather,5,"['will', 'it', 'be', 'warmer', 'now', 'in', 'covenant', 'life']","['will', 'it', 'be', 'warmer', 'now', 'in', 'covenant', 'life']","['will', 'it', 'be', 'warmer', 'now', 'in', 'life']"
106,play rap album one by gene vincent ,PlayMusic,0,"['play', 'rap', 'album', 'one', 'by', 'gene', 'vincent']","['play', 'rap', 'album', 'one', 'by', 'gene', 'vincent']","['play', 'rap', 'album', 'one', 'by', 'gene', 'vincent']"
107,i want to book the hat for my grandfather and i in arkansas ,BookRestaurant,4,"['i', 'want', 'to', 'book', 'the', 'hat', 'for', 'my', 'grandfather', 'and', 'i', 'in', 'arkansas']","['i', 'want', 'to', 'book', 'the', 'hat', 'for', 'my', 'grandfather', 'and', 'i', 'in', 'arkansas']","['i', 'want', 'to', 'book', 'the', 'hat', 'for', 'my', 'grandfather', 'and', 'i', 'in', 'arkansas']"
108,book a tea place at seven,BookRestaurant,4,"['book', 'a', 'tea', 'place', 'at', 'seven']","['book', 'a', 'tea', 'place', 'at', 'seven']","['book', 'a', 'tea', 'place', 'at', 'seven']"
109,find the movie schedule for animated movies around here ,SearchScreeningEvent,3,"['find', 'the', 'movie', 'schedule', 'for', 'animated', 'movies', 'around', 'here']","['find', 'the', 'movie', 'schedule', 'for', 'animated', 'movies', 'around', 'here']","['find', 'the', 'movie', 'schedule', 'for', 'animated', 'movies', 'around', 'here']"
110,add rosemary clooney to pura vida playlist,AddToPlaylist,1,"['add', 'rosemary', 'clooney', 'to', 'pura', 'vida', 'playlist']","['add', 'rosemary', 'clooney', 'to', 'pura', 'vida', 'playlist']","['add', 'rosemary', 'to', 'pura', 'vida', 'playlist']"
111,i need a reservation for 6 pm  with a party of 10 at sand lake,BookRestaurant,4,"['i', 'need', 'a', 'reservation', 'for', '6', 'pm', 'with', 'a', 'party', 'of', '10', 'at', 'sand', 'lake']","['i', 'need', 'a', 'reservation', 'for', '6', 'pm', 'with', 'a', 'party', 'of', '10', 'at', 'sand', 'lake']","['i', 'need', 'a', 'reservation', 'for', '6', 'pm', 'with', 'a', 'party', 'of', '10', 'at', 'lake']"
112,what is the picture called lest we forget: the best of,SearchCreativeWork,6,"['what', 'is', 'the', 'picture', 'called', 'lest', 'we', 'forget', ':', 'the', 'best', 'of']","['what', 'is', 'the', 'picture', 'called', 'lest', 'we', 'forget', ':', 'the', 'best', 'of']","['what', 'is', 'the', 'picture', 'called', 'we', ':', 'the', 'best', 'of']"
113,find a photograph called call on me ,SearchCreativeWork,6,"['find', 'a', 'photograph', 'called', 'call', 'on', 'me']","['find', 'a', 'photograph', 'called', 'call', 'on', 'me']","['find', 'a', 'photograph', 'called', 'call', 'on', 'me']"
114,add tune to my hype playlist,AddToPlaylist,1,"['add', 'tune', 'to', 'my', 'hype', 'playlist']","['add', 'tune', 'to', 'my', 'hype', 'playlist']","['add', 'tune', 'to', 'my', 'hype', 'playlist']"
115,what films are playing at the nearest movie theatre ,SearchScreeningEvent,3,"['what', 'films', 'are', 'playing', 'at', 'the', 'nearest', 'movie', 'theatre']","['what', 'films', 'are', 'playing', 'at', 'the', 'nearest', 'movie', 'theatre']","['what', 'films', 'are', 'playing', 'at', 'the', 'nearest', 'movie', 'theatre']"
116,add por una cabeza to my playlist called this is new edition,AddToPlaylist,1,"['add', 'por', 'una', 'cabeza', 'to', 'my', 'playlist', 'called', 'this', 'is', 'new', 'edition']","['add', 'por', 'una', 'cabeza', 'to', 'my', 'playlist', 'called', 'this', 'is', 'new', 'edition']","['add', 'por', 'to', 'my', 'playlist', 'called', 'this', 'is', 'new', 'edition']"
117,play a scott lafaro soundtrack,PlayMusic,0,"['play', 'a', 'scott', 'lafaro', 'soundtrack']","['play', 'a', 'scott', 'lafaro', 'soundtrack']","['play', 'a', 'scott', 'soundtrack']"
118,add wastedagain to the wild & free workout playlist,AddToPlaylist,1,"['add', 'wastedagain', 'to', 'the', 'wild', '&', 'free', 'workout', 'playlist']","['add', 'wastedagain', 'to', 'the', 'wild', '&', 'free', 'workout', 'playlist']","['add', 'to', 'the', 'wild', '&', 'free', 'workout', 'playlist']"
119,add this track to duetos,AddToPlaylist,1,"['add', 'this', 'track', 'to', 'duetos']","['add', 'this', 'track', 'to', 'duetos']","['add', 'this', 'track', 'to', 'duetos']"
120,find an art called cassidy ,SearchCreativeWork,6,"['find', 'an', 'art', 'called', 'cassidy']","['find', 'an', 'art', 'called', 'cassidy']","['find', 'an', 'art', 'called']"
121,i want to eat at a pickled cucumber brasserie in 12 months,BookRestaurant,4,"['i', 'want', 'to', 'eat', 'at', 'a', 'pickled', 'cucumber', 'brasserie', 'in', '12', 'months']","['i', 'want', 'to', 'eat', 'at', 'a', 'pickled', 'cucumber', 'brasserie', 'in', '12', 'months']","['i', 'want', 'to', 'eat', 'at', 'a', 'brasserie', 'in', '12', 'months']"
122,give this saga a 1 ,RateBook,2,"['give', 'this', 'saga', 'a', '1']","['give', 'this', 'saga', 'a', '1']","['give', 'this', 'saga', 'a', '1']"
123,add the song to the dub on the beach playlist,AddToPlaylist,1,"['add', 'the', 'song', 'to', 'the', 'dub', 'on', 'the', 'beach', 'playlist']","['add', 'the', 'song', 'to', 'the', 'dub', 'on', 'the', 'beach', 'playlist']","['add', 'the', 'song', 'to', 'the', 'on', 'the', 'beach', 'playlist']"
124,i need a table at the ledbury at 18 o clock,BookRestaurant,4,"['i', 'need', 'a', 'table', 'at', 'the', 'ledbury', 'at', '18', 'o', 'clock']","['i', 'need', 'a', 'table', 'at', 'the', 'ledbury', 'at', '18', 'o', 'clock']","['i', 'need', 'a', 'table', 'at', 'the', 'at', '18', 'o', 'clock']"
125,will it be humid in beedeville on november 20,GetWeather,5,"['will', 'it', 'be', 'humid', 'in', 'beedeville', 'on', 'november', '20']","['will', 'it', 'be', 'humid', 'in', 'beedeville', 'on', 'november', '20']","['will', 'it', 'be', 'humid', 'in', 'on', 'november', '20']"
126,i want to give the canon of medicine one out of 6 stars ,RateBook,2,"['i', 'want', 'to', 'give', 'the', 'canon', 'of', 'medicine', 'one', 'out', 'of', '6', 'stars']","['i', 'want', 'to', 'give', 'the', 'canon', 'of', 'medicine', 'one', 'out', 'of', '6', 'stars']","['i', 'want', 'to', 'give', 'the', 'of', 'one', 'out', 'of', '6', 'stars']"
127,play music from 2014,PlayMusic,0,"['play', 'music', 'from', '2014']","['play', 'music', 'from', '2014']","['play', 'music', 'from', '2014']"
128,play iheart,PlayMusic,0,"['play', 'iheart']","['play', 'iheart']","['play', 'iheart']"
129,please look up the falls church news-press album ,SearchCreativeWork,6,"['please', 'look', 'up', 'the', 'falls', 'church', 'news-press', 'album']","['please', 'look', 'up', 'the', 'falls', 'church', 'news-press', 'album']","['please', 'look', 'up', 'the', 'falls', 'album']"
130,find a television show called merced sun-star ,SearchCreativeWork,6,"['find', 'a', 'television', 'show', 'called', 'merced', 'sun-star']","['find', 'a', 'television', 'show', 'called', 'merced', 'sun-star']","['find', 'a', 'television', 'show', 'called']"
131,find the closest movie theatre with films,SearchScreeningEvent,3,"['find', 'the', 'closest', 'movie', 'theatre', 'with', 'films']","['find', 'the', 'closest', 'movie', 'theatre', 'with', 'films']","['find', 'the', 'closest', 'movie', 'theatre', 'with', 'films']"
132,can you pull up channel m news,SearchCreativeWork,6,"['can', 'you', 'pull', 'up', 'channel', 'm', 'news']","['can', 'you', 'pull', 'up', 'channel', 'm', 'news']","['can', 'you', 'pull', 'up', 'm', 'news']"
133,play 2011 music ,PlayMusic,0,"['play', '2011', 'music']","['play', '2011', 'music']","['play', '2011', 'music']"
134,find a song called be quick or be dead ,SearchCreativeWork,6,"['find', 'a', 'song', 'called', 'be', 'quick', 'or', 'be', 'dead']","['find', 'a', 'song', 'called', 'be', 'quick', 'or', 'be', 'dead']","['find', 'a', 'song', 'called', 'be', 'or', 'be', 'dead']"
135,is live from sturgis 2006 playing at four o clock at the nearest cinema,SearchScreeningEvent,3,"['is', 'live', 'from', 'sturgis', '2006', 'playing', 'at', 'four', 'o', 'clock', 'at', 'the', 'nearest', 'cinema']","['is', 'live', 'from', 'sturgis', '2006', 'playing', 'at', 'four', 'o', 'clock', 'at', 'the', 'nearest', 'cinema']","['is', 'live', 'from', '2006', 'playing', 'at', 'four', 'o', 'clock', 'at', 'the', 'nearest', 'cinema']"
136,she me movie times,SearchScreeningEvent,3,"['she', 'me', 'movie', 'times']","['she', 'me', 'movie', 'times']","['she', 'me', 'movie', 'times']"
137,put deep purple on this is jennifer lopez,AddToPlaylist,1,"['put', 'deep', 'purple', 'on', 'this', 'is', 'jennifer', 'lopez']","['put', 'deep', 'purple', 'on', 'this', 'is', 'jennifer', 'lopez']","['put', 'deep', 'purple', 'on', 'this', 'is', 'jennifer', 'lopez']"
138,what is the weather in sint maarten,GetWeather,5,"['what', 'is', 'the', 'weather', 'in', 'sint', 'maarten']","['what', 'is', 'the', 'weather', 'in', 'sint', 'maarten']","['what', 'is', 'the', 'weather', 'in', 'sint', 'maarten']"
139,give 5 points to the deathlord of ixia,RateBook,2,"['give', '5', 'points', 'to', 'the', 'deathlord', 'of', 'ixia']","['give', '5', 'points', 'to', 'the', 'deathlord', 'of', 'ixia']","['give', '5', 'points', 'to', 'the', 'of']"
140,which films are playing at malco theatres,SearchScreeningEvent,3,"['which', 'films', 'are', 'playing', 'at', 'malco', 'theatres']","['which', 'films', 'are', 'playing', 'at', 'malco', 'theatres']","['which', 'films', 'are', 'playing', 'at', 'malco', 'theatres']"
141,play lorenzo palacios quispe,PlayMusic,0,"['play', 'lorenzo', 'palacios', 'quispe']","['play', 'lorenzo', 'palacios', 'quispe']",['play']
142,add this track to the classical music for smart kids playlist,AddToPlaylist,1,"['add', 'this', 'track', 'to', 'the', 'classical', 'music', 'for', 'smart', 'kids', 'playlist']","['add', 'this', 'track', 'to', 'the', 'classical', 'music', 'for', 'smart', 'kids', 'playlist']","['add', 'this', 'track', 'to', 'the', 'classical', 'music', 'for', 'smart', 'kids', 'playlist']"
143,give five out of 6 to this novel,RateBook,2,"['give', 'five', 'out', 'of', '6', 'to', 'this', 'novel']","['give', 'five', 'out', 'of', '6', 'to', 'this', 'novel']","['give', 'five', 'out', 'of', '6', 'to', 'this', 'novel']"
144,give two out of 6 to a christmas carol,RateBook,2,"['give', 'two', 'out', 'of', '6', 'to', 'a', 'christmas', 'carol']","['give', 'two', 'out', 'of', '6', 'to', 'a', 'christmas', 'carol']","['give', 'two', 'out', 'of', '6', 'to', 'a', 'christmas', 'carol']"
145,show movie schedules,SearchScreeningEvent,3,"['show', 'movie', 'schedules']","['show', 'movie', 'schedules']","['show', 'movie', 'schedules']"
146,find me the picture entitled i’ll take care of you ,SearchCreativeWork,6,"['find', 'me', 'the', 'picture', 'entitled', 'i', '’', 'll', 'take', 'care', 'of', 'you']","['find', 'me', 'the', 'picture', 'entitled', 'i', '’', 'll', 'take', 'care', 'of', 'you']","['find', 'me', 'the', 'picture', 'entitled', 'i', '’', 'll', 'take', 'of', 'you']"
147,give this textbook zero out of 6 points,RateBook,2,"['give', 'this', 'textbook', 'zero', 'out', 'of', '6', 'points']","['give', 'this', 'textbook', 'zero', 'out', 'of', '6', 'points']","['give', 'this', 'textbook', 'zero', 'out', 'of', '6', 'points']"
148,weather for close-by parc national de kolkheti,GetWeather,5,"['weather', 'for', 'close-by', 'parc', 'national', 'de', 'kolkheti']","['weather', 'for', 'close-by', 'parc', 'national', 'de', 'kolkheti']","['weather', 'for', 'close-by', 'parc', 'national', 'de']"
149,i d like a table in a smoking room in a taverna on sep  23  2023,BookRestaurant,4,"['i', 'd', 'like', 'a', 'table', 'in', 'a', 'smoking', 'room', 'in', 'a', 'taverna', 'on', 'sep', '23', '2023']","['i', 'd', 'like', 'a', 'table', 'in', 'a', 'smoking', 'room', 'in', 'a', 'taverna', 'on', 'sep', '23', '2023']","['i', 'd', 'like', 'a', 'table', 'in', 'a', 'smoking', 'room', 'in', 'a', 'taverna', 'on', 'sep', '23', '2023']"
150,i give it a rating value of four to 6 to a book called liberalism and the limits of justice,RateBook,2,"['i', 'give', 'it', 'a', 'rating', 'value', 'of', 'four', 'to', '6', 'to', 'a', 'book', 'called', 'liberalism', 'and', 'the', 'limits', 'of', 'justice']","['i', 'give', 'it', 'a', 'rating', 'value', 'of', 'four', 'to', '6', 'to', 'a', 'book', 'called', 'liberalism', 'and', 'the', 'limits', 'of', 'justice']","['i', 'give', 'it', 'a', 'rating', 'value', 'of', 'four', 'to', '6', 'to', 'a', 'book', 'called', 'and', 'the', 'of', 'justice']"
151,add om to my classic punk,AddToPlaylist,1,"['add', 'om', 'to', 'my', 'classic', 'punk']","['add', 'om', 'to', 'my', 'classic', 'punk']","['add', 'om', 'to', 'my', 'classic', 'punk']"
152,rate the current novel 0 of 6,RateBook,2,"['rate', 'the', 'current', 'novel', '0', 'of', '6']","['rate', 'the', 'current', 'novel', '0', 'of', '6']","['rate', 'the', 'current', 'novel', '0', 'of', '6']"
153,book me a table for seven people at a bar with a pool ,BookRestaurant,4,"['book', 'me', 'a', 'table', 'for', 'seven', 'people', 'at', 'a', 'bar', 'with', 'a', 'pool']","['book', 'me', 'a', 'table', 'for', 'seven', 'people', 'at', 'a', 'bar', 'with', 'a', 'pool']","['book', 'me', 'a', 'table', 'for', 'seven', 'people', 'at', 'a', 'bar', 'with', 'a', 'pool']"
154,i want to listen to swing music on iheart,PlayMusic,0,"['i', 'want', 'to', 'listen', 'to', 'swing', 'music', 'on', 'iheart']","['i', 'want', 'to', 'listen', 'to', 'swing', 'music', 'on', 'iheart']","['i', 'want', 'to', 'listen', 'to', 'music', 'on', 'iheart']"
155,rate this essay a two,RateBook,2,"['rate', 'this', 'essay', 'a', 'two']","['rate', 'this', 'essay', 'a', 'two']","['rate', 'this', 'essay', 'a', 'two']"
156,use netflix to play music,PlayMusic,0,"['use', 'netflix', 'to', 'play', 'music']","['use', 'netflix', 'to', 'play', 'music']","['use', 'netflix', 'to', 'play', 'music']"
157,what will the weather be like 19 minutes from now in nepal,GetWeather,5,"['what', 'will', 'the', 'weather', 'be', 'like', '19', 'minutes', 'from', 'now', 'in', 'nepal']","['what', 'will', 'the', 'weather', 'be', 'like', '19', 'minutes', 'from', 'now', 'in', 'nepal']","['what', 'will', 'the', 'weather', 'be', 'like', '19', 'minutes', 'from', 'now', 'in']"
158,include laarni lozada on endorphin rush playlist,AddToPlaylist,1,"['include', 'laarni', 'lozada', 'on', 'endorphin', 'rush', 'playlist']","['include', 'laarni', 'lozada', 'on', 'endorphin', 'rush', 'playlist']","['include', 'on', 'endorphin', 'rush', 'playlist']"
159,make a reservation for 9 at a brasserie with parking,BookRestaurant,4,"['make', 'a', 'reservation', 'for', '9', 'at', 'a', 'brasserie', 'with', 'parking']","['make', 'a', 'reservation', 'for', '9', 'at', 'a', 'brasserie', 'with', 'parking']","['make', 'a', 'reservation', 'for', '9', 'at', 'a', 'brasserie', 'with', 'parking']"
160,add my track to old school metal playlist,AddToPlaylist,1,"['add', 'my', 'track', 'to', 'old', 'school', 'metal', 'playlist']","['add', 'my', 'track', 'to', 'old', 'school', 'metal', 'playlist']","['add', 'my', 'track', 'to', 'old', 'school', 'metal', 'playlist']"
161,what are the movie schedules for movies around here,SearchScreeningEvent,3,"['what', 'are', 'the', 'movie', 'schedules', 'for', 'movies', 'around', 'here']","['what', 'are', 'the', 'movie', 'schedules', 'for', 'movies', 'around', 'here']","['what', 'are', 'the', 'movie', 'schedules', 'for', 'movies', 'around', 'here']"
162,what s the weather forecast for moss hill,GetWeather,5,"['what', 's', 'the', 'weather', 'forecast', 'for', 'moss', 'hill']","['what', 's', 'the', 'weather', 'forecast', 'for', 'moss', 'hill']","['what', 's', 'the', 'weather', 'forecast', 'for', 'hill']"
